id_posyandu,nama_posyandu,id_lokasi,id_bidan,created_at,updated_at
33,Posyandu Kenanga 11 Tidar Utara,119,236535,2025-04-09 15:10:15,2025-04-09 15:10:15
34,Posyandu Anggrek 3 Kalisabuk,4,246237,2025-12-30 18:48:27,2025-12-30 18:48:27
35,Posyandu Dahlia 4 Gergunung,153,243360,2026-05-22 04:33:09,2026-05-22 04:33:09
36,Posyandu Mawar 13 Pucang Sawit,165,209813,2024-10-12 13:22:51,2024-10-12 13:22:51
37,Posyandu Kenanga 20 Karanganyar,56,228762,2024-06-17 14:00:20,2024-06-17 14:00:20
38,Posyandu Bougenville 8 Kutayu,55,217734,2026-03-03 22:48:33,2026-03-03 22:48:33
39,Posyandu Bougenville 10 Sukoharjo,206,213794,2024-08-31 22:53:58,2024-08-31 22:53:58
40,Posyandu Kamboja 16 Gadingan,56,229108,2025-08-13 00:42:42,2025-08-13 00:42:42
41,Posyandu Anggrek 15 Tembalang,170,214787,2025-09-22 15:54:16,2025-09-22 15:54:16
42,Posyandu Anggrek 9 Kejambon,194,207444,2023-08-23 07:07:40,2023-08-23 07:07:40
43,Posyandu Flamboyan 7 Tritih Kulon,112,230308,2024-01-16 08:32:15,2024-01-16 08:32:15
44,Posyandu Mawar 2 Kenep,36,246119,2025-11-12 13:07:11,2025-11-12 13:07:11
45,Posyandu Bougenville 14 Mangunharjo,164,200175,2024-09-08 00:47:02,2024-09-08 00:47:02
46,Posyandu Flamboyan 11 Krapyak,182,209813,2026-04-29 07:25:44,2026-04-29 07:25:44
47,Posyandu Teratai 7 Ngemplak,219,202331,2023-09-17 06:19:04,2023-09-17 06:19:04
48,Posyandu Dahlia 9 Pekalongan,101,248629,2024-07-20 00:33:14,2024-07-20 00:33:14
49,Posyandu Kamboja 2 Kemirirejo,176,204347,2024-06-21 05:16:38,2024-06-21 05:16:38
50,Posyandu Teratai 8 Gayamprit,139,220188,2026-05-09 18:56:12,2026-05-09 18:56:12
51,Posyandu Kamboja 12 Karanganyar,118,217189,2025-03-13 11:54:53,2025-03-13 11:54:53
52,Posyandu Melati 5 Pulutan,96,207767,2025-07-24 09:04:34,2025-07-24 09:04:34
53,Posyandu Anggrek 1 Mertasinga,220,234344,2025-02-03 04:28:03,2025-02-03 04:28:03
54,Posyandu Bougenville 13 Karangtalun,152,233991,2024-10-02 18:40:17,2024-10-02 18:40:17
55,Posyandu Teratai 18 Sokoduwet,67,223429,2025-01-26 08:00:16,2025-01-26 08:00:16
56,Posyandu Cempaka 16 Kuripan Kertoharjo,190,230892,2024-06-06 02:15:46,2024-06-06 02:15:46
57,Posyandu Cempaka 8 Tirto,83,246522,2025-10-20 00:19:25,2025-10-20 00:19:25
58,Posyandu Flamboyan 17 Pulutan,93,231721,2025-09-19 08:42:55,2025-09-19 08:42:55
59,Posyandu Flamboyan 13 Bandung,70,204941,2024-04-18 19:00:44,2024-04-18 19:00:44
60,Posyandu Dahlia 11 Kramat Selatan,17,233154,2023-10-14 19:56:48,2023-10-14 19:56:48
61,Posyandu Dahlia 2 Klego,122,235349,2025-05-08 11:05:46,2025-05-08 11:05:46
62,Posyandu Kamboja 19 Jurangombo Utara,69,236611,2025-09-15 01:25:26,2025-09-15 01:25:26
63,Posyandu Kamboja 7 Bantarsoka,88,205119,2026-01-09 22:50:52,2026-01-09 22:50:52
64,Posyandu Kamboja 15 Kedungpuji,95,229090,2024-02-01 15:38:48,2024-02-01 15:38:48
65,Posyandu Anggrek 15 Kebumen,115,223115,2025-01-06 07:33:00,2025-01-06 07:33:00
66,Posyandu Flamboyan 16 Sokorejo,37,221686,2024-01-01 02:08:41,2024-01-01 02:08:41
67,Posyandu Mawar 10 Kadipiro,144,211531,2025-01-27 09:40:00,2025-01-27 09:40:00
68,Posyandu Teratai 15 Bakalan,195,214864,2026-03-25 04:18:53,2026-03-25 04:18:53
69,Posyandu Flamboyan 14 Gayamprit,153,249897,2024-05-09 12:18:00,2024-05-09 12:18:00
70,Posyandu Melati 18 Banjarkerta,99,233991,2024-08-22 02:07:08,2024-08-22 02:07:08
71,Posyandu Cempaka 13 Mangunsari,196,216644,2026-01-09 20:45:52,2026-01-09 20:45:52
72,Posyandu Anggrek 12 Manahan,226,200518,2026-03-31 04:10:34,2026-03-31 04:10:34
73,Posyandu Melati 13 Bentakan,18,239702,2024-06-30 05:41:36,2024-06-30 05:41:36
74,Posyandu Bougenville 13 Kertonatan,96,237685,2023-10-11 00:46:28,2023-10-11 00:46:28
75,Posyandu Teratai 12 Nusukan,20,206329,2024-07-06 01:30:53,2024-07-06 01:30:53
76,Posyandu Melati 19 Noyontaansari,228,201871,2023-10-05 12:27:42,2023-10-05 12:27:42
77,Posyandu Kamboja 5 Panjatan,176,245888,2026-04-27 12:42:39,2026-04-27 12:42:39
78,Posyandu Teratai 15 Gombong,149,206681,2023-12-28 08:24:05,2023-12-28 08:24:05
79,Posyandu Bougenville 14 Sidanegara,95,223391,2025-01-18 13:59:21,2025-01-18 13:59:21
80,Posyandu Kenanga 12 Bobosan,56,233991,2025-01-26 10:01:57,2025-01-26 10:01:57
81,Posyandu Kamboja 10 Magelang,62,213613,2024-10-10 03:26:12,2024-10-10 03:26:12
82,Posyandu Teratai 5 Kober,197,217189,2023-06-16 19:21:08,2023-06-16 19:21:08
83,Posyandu Kamboja 9 Kebumen,27,222127,2025-12-14 12:25:51,2025-12-14 12:25:51
84,Posyandu Melati 14 Debong Kulon,101,211874,2024-08-10 16:38:36,2024-08-10 16:38:36
85,Posyandu Kamboja 16 Gergunung,201,239252,2024-08-10 18:45:46,2024-08-10 18:45:46
86,Posyandu Kenanga 8 Kejambon,139,221692,2024-09-13 13:09:17,2024-09-13 13:09:17
87,Posyandu Flamboyan 12 Kalinyamat,177,207444,2023-12-09 14:54:11,2023-12-09 14:54:11
88,Posyandu Teratai 10 Gergunung,158,206681,2024-09-13 00:51:37,2024-09-13 00:51:37
89,Posyandu Bougenville 1 Kalicacing,133,243643,2026-04-03 11:50:37,2026-04-03 11:50:37
90,Posyandu Flamboyan 10 Kranji,115,200324,2026-06-03 16:37:45,2026-06-03 16:37:45
91,Posyandu Cempaka 1 Slerok,6,233369,2025-06-24 15:04:46,2025-06-24 15:04:46
92,Posyandu Kenanga 2 Tegalrejo,150,205119,2025-08-14 19:11:33,2025-08-14 19:11:33
93,Posyandu Mawar 17 Pucangan,164,223505,2025-07-11 11:34:39,2025-07-11 11:34:39
94,Posyandu Kenanga 14 Sokanegara,170,238320,2024-12-28 14:44:06,2024-12-28 14:44:06
95,Posyandu Kenanga 6 Tambakreja,8,207394,2024-11-25 12:37:03,2024-11-25 12:37:03
96,Posyandu Bougenville 9 Kalinyamat,19,233168,2024-07-16 05:37:54,2024-07-16 05:37:54
97,Posyandu Kamboja 12 Blotongan,44,209423,2024-02-17 18:10:54,2024-02-17 18:10:54
98,Posyandu Melati 3 Baki,81,239522,2023-12-11 05:37:14,2023-12-11 05:37:14
99,Posyandu Anggrek 20 Tegal Sari,33,204648,2024-03-06 10:45:40,2024-03-06 10:45:40
100,Posyandu Mawar 13 Karanganyar,14,220657,2025-11-30 20:23:04,2025-11-30 20:23:04
101,Posyandu Cempaka 8 Tegalrejo,86,228580,2023-12-27 22:38:59,2023-12-27 22:38:59
102,Posyandu Flamboyan 16 Buaran,196,220659,2025-01-05 07:28:03,2025-01-05 07:28:03
103,Posyandu Melati 14 Kedungsari,206,214104,2026-01-28 03:00:33,2026-01-28 03:00:33
104,Posyandu Kamboja 11 Sukoharjo,107,217188,2025-06-08 07:26:40,2025-06-08 07:26:40
105,Posyandu Bougenville 15 Keprabon,195,209917,2026-01-19 15:45:41,2026-01-19 15:45:41
106,Posyandu Bougenville 19 Salaman Mloyo,198,247670,2024-10-29 08:16:02,2024-10-29 08:16:02
107,Posyandu Teratai 3 Kemirirejo,203,243155,2025-06-13 00:47:32,2025-06-13 00:47:32
108,Posyandu Melati 20 Kenep,125,219094,2026-01-06 08:46:23,2026-01-06 08:46:23
109,Posyandu Bougenville 3 Manyaran,168,242040,2025-09-13 04:39:27,2025-09-13 04:39:27
110,Posyandu Teratai 11 Bener,70,207418,2024-01-11 12:44:18,2024-01-11 12:44:18
111,Posyandu Anggrek 13 Wirasana,210,247193,2025-09-30 14:22:46,2025-09-30 14:22:46
112,Posyandu Dahlia 13 Kartasura,217,232485,2026-03-27 02:09:08,2026-03-27 02:09:08
113,Posyandu Kenanga 19 Kembangsari,32,237712,2023-08-31 22:52:02,2023-08-31 22:52:02
114,Posyandu Flamboyan 9 Salaman Mloyo,146,225700,2025-10-05 15:16:14,2025-10-05 15:16:14
115,Posyandu Kenanga 16 Karanggedang,197,211928,2025-02-09 17:10:50,2025-02-09 17:10:50
116,Posyandu Anggrek 16 Sokorejo,204,213613,2026-04-11 11:59:30,2026-04-11 11:59:30
117,Posyandu Mawar 11 Keturen,221,218346,2024-04-01 05:09:14,2024-04-01 05:09:14
118,Posyandu Teratai 17 Kadipiro,156,207094,2026-02-08 11:46:28,2026-02-08 11:46:28
119,Posyandu Anggrek 5 Gayamprit,187,233396,2024-11-04 18:13:24,2024-11-04 18:13:24
120,Posyandu Melati 17 Pesurungan Lor,204,222505,2024-06-07 12:02:25,2024-06-07 12:02:25
121,Posyandu Teratai 15 Gadingan,62,225832,2026-05-15 16:35:39,2026-05-15 16:35:39
122,Posyandu Dahlia 10 Purwodadi,56,236712,2026-03-12 05:28:33,2026-03-12 05:28:33
123,Posyandu Teratai 12 Kembangsari,45,202378,2025-03-25 07:59:05,2025-03-25 07:59:05
124,Posyandu Dahlia 11 Pulutan,11,214272,2024-02-04 03:11:35,2024-02-04 03:11:35
125,Posyandu Flamboyan 10 Klego,194,237338,2024-08-13 00:04:52,2024-08-13 00:04:52
126,Posyandu Kenanga 4 Potrobangsan,62,214104,2025-02-16 11:33:25,2025-02-16 11:33:25
127,Posyandu Melati 4 Karanggedang,152,209775,2025-03-29 05:38:02,2025-03-29 05:38:02
128,Posyandu Melati 15 Ledok,24,200967,2024-05-13 09:15:34,2024-05-13 09:15:34
129,Posyandu Kenanga 19 Buaran,178,219758,2024-11-02 09:57:05,2024-11-02 09:57:05
130,Posyandu Melati 11 Mersi,147,200898,2026-01-12 15:20:48,2026-01-12 15:20:48
131,Posyandu Melati 5 Karanggedang,141,211591,2025-11-25 23:33:41,2025-11-25 23:33:41
132,Posyandu Bougenville 4 Manahan,17,235393,2025-10-02 02:53:23,2025-10-02 02:53:23
133,Posyandu Kenanga 10 Kecandran,31,246169,2023-11-12 13:28:10,2023-11-12 13:28:10
134,Posyandu Melati 13 Sokoduwet,108,244392,2024-05-01 06:05:17,2024-05-01 06:05:17
135,Posyandu Flamboyan 10 Kebumen,63,220929,2023-12-16 04:51:46,2023-12-16 04:51:46
136,Posyandu Anggrek 1 Krapyak,105,214836,2024-02-01 23:40:06,2024-02-01 23:40:06
137,Posyandu Melati 5 Keprabon,191,207738,2024-04-04 18:51:18,2024-04-04 18:51:18
138,Posyandu Melati 20 Kandang Gampang,176,227433,2026-02-05 13:16:37,2026-02-05 13:16:37
139,Posyandu Flamboyan 8 Kerten,24,222123,2024-02-29 22:19:29,2024-02-29 22:19:29
140,Posyandu Kamboja 11 Sokoduwet,165,200093,2024-11-01 20:19:37,2024-11-01 20:19:37
141,Posyandu Kenanga 17 Kerten,20,209401,2026-06-06 10:16:08,2026-06-06 10:16:08
142,Posyandu Anggrek 13 Medono,23,243447,2025-07-02 01:02:23,2025-07-02 01:02:23
143,Posyandu Cempaka 13 Jurangombo Selatan,210,222492,2024-11-18 05:31:41,2024-11-18 05:31:41
144,Posyandu Anggrek 18 Siwal,185,204223,2023-08-18 23:50:09,2023-08-18 23:50:09
145,Posyandu Flamboyan 19 Bakalan,93,207873,2025-09-11 12:35:03,2025-09-11 12:35:03
146,Posyandu Teratai 20 Purwokerto Lor,30,211642,2025-04-21 10:57:14,2025-04-21 10:57:14
147,Posyandu Cempaka 4 Kalibening,105,237426,2025-07-04 05:40:16,2025-07-04 05:40:16
148,Posyandu Bougenville 9 Tawangmas,220,209813,2024-12-09 16:08:59,2024-12-09 16:08:59
149,Posyandu Teratai 14 Gombong,179,247050,2026-03-19 19:05:22,2026-03-19 19:05:22
150,Posyandu Bougenville 6 Mojosongo,195,241468,2025-12-23 10:39:18,2025-12-23 10:39:18
151,Posyandu Cempaka 18 Karangpucung,29,226075,2026-01-25 04:42:29,2026-01-25 04:42:29
152,Posyandu Anggrek 3 Karanggedang,178,217118,2025-06-30 16:47:06,2025-06-30 16:47:06
153,Posyandu Teratai 11 Bareng,44,216486,2025-09-06 15:45:10,2025-09-06 15:45:10
154,Posyandu Flamboyan 3 Tegalrejo,160,221949,2025-01-01 14:55:35,2025-01-01 14:55:35
155,Posyandu Kenanga 16 Pulutan,12,242037,2025-12-01 06:59:56,2025-12-01 06:59:56
156,Posyandu Cempaka 2 Jurangombo Utara,76,217798,2023-12-14 04:07:12,2023-12-14 04:07:12
157,Posyandu Flamboyan 1 Mojayan,197,200070,2026-03-24 06:13:58,2026-03-24 06:13:58
158,Posyandu Bougenville 4 Tritih Kulon,35,229512,2026-01-17 18:35:02,2026-01-17 18:35:02
159,Posyandu Melati 1 Kramat Utara,107,246237,2025-04-19 11:24:05,2025-04-19 11:24:05
160,Posyandu Mawar 8 Sukoharjo,25,232187,2026-04-26 19:02:11,2026-04-26 19:02:11
161,Posyandu Kenanga 12 Belang Wetan,50,223505,2024-12-12 00:53:36,2024-12-12 00:53:36
162,Posyandu Kenanga 8 Rowosari,57,219094,2025-05-07 12:24:54,2025-05-07 12:24:54
163,Posyandu Mawar 1 Bumi,49,201871,2024-02-21 17:01:16,2024-02-21 17:01:16
164,Posyandu Dahlia 2 Manding,179,208617,2025-09-17 04:10:26,2025-09-17 04:10:26
165,Posyandu Dahlia 14 Blotongan,95,221949,2023-07-15 18:05:32,2023-07-15 18:05:32
166,Posyandu Bougenville 17 Kertonatan,158,239005,2024-05-30 18:39:47,2024-05-30 18:39:47
167,Posyandu Anggrek 15 Kuripan Kertoharjo,128,200231,2024-08-28 11:36:13,2024-08-28 11:36:13
168,Posyandu Cempaka 19 Debong Lor,74,217941,2024-06-10 23:23:07,2024-06-10 23:23:07
169,Posyandu Bougenville 2 Muarareja,202,217798,2024-01-12 03:15:00,2024-01-12 03:15:00
170,Posyandu Teratai 4 Karangklesem,103,243155,2025-05-28 14:49:17,2025-05-28 14:49:17
171,Posyandu Cempaka 4 Banyurip,16,216486,2023-11-13 04:57:42,2023-11-13 04:57:42
172,Posyandu Kenanga 3 Pesurungan Lor,74,200138,2024-09-02 02:42:16,2024-09-02 02:42:16
173,Posyandu Kamboja 10 Bentakan,164,202378,2023-06-10 16:35:49,2023-06-10 16:35:49
174,Posyandu Teratai 10 Gumawang,223,211363,2025-10-03 19:01:58,2025-10-03 19:01:58
175,Posyandu Kenanga 10 Cacaban,50,231765,2025-09-14 08:10:00,2025-09-14 08:10:00
176,Posyandu Anggrek 5 Tonggalan,134,200898,2024-06-17 17:04:44,2024-06-17 17:04:44
177,Posyandu Flamboyan 12 Kertonatan,96,228198,2023-06-26 01:09:15,2023-06-26 01:09:15
178,Posyandu Teratai 16 Tawangmas,46,243155,2024-05-30 23:12:14,2024-05-30 23:12:14
179,Posyandu Mawar 19 Kejambon,201,218346,2026-04-10 01:48:36,2026-04-10 01:48:36
180,Posyandu Kenanga 12 Kuwarasan,132,218108,2024-01-12 02:06:47,2024-01-12 02:06:47
181,Posyandu Mawar 19 Gayamprit,75,235843,2024-06-27 04:11:47,2024-06-27 04:11:47
182,Posyandu Cempaka 18 Tegal Sari,87,239522,2024-04-24 22:24:06,2024-04-24 22:24:06
183,Posyandu Melati 9 Tegalreja,162,234409,2026-06-10 00:43:20,2026-06-10 00:43:20
184,Posyandu Flamboyan 18 Kebonmanis,133,249201,2023-12-01 00:17:45,2023-12-01 00:17:45
185,Posyandu Dahlia 16 Sokoduwet,156,245131,2024-04-18 14:06:47,2024-04-18 14:06:47
186,Posyandu Melati 19 Sumber,89,236712,2025-09-14 00:30:55,2025-09-14 00:30:55
187,Posyandu Kamboja 7 Muarareja,68,229574,2025-11-05 12:59:19,2025-11-05 12:59:19
188,Posyandu Cempaka 2 Sumber,162,204223,2025-06-03 12:55:40,2025-06-03 12:55:40
189,Posyandu Bougenville 8 Mangunsari,141,219651,2024-01-09 14:44:48,2024-01-09 14:44:48
190,Posyandu Kenanga 7 Kecandran,221,209917,2024-11-24 19:41:01,2024-11-24 19:41:01
191,Posyandu Bougenville 6 Panggung,196,209161,2025-01-30 07:25:38,2025-01-30 07:25:38
192,Posyandu Kenanga 14 Buaran,204,222413,2024-09-03 19:15:43,2024-09-03 19:15:43
193,Posyandu Kamboja 20 Keprabon,207,247697,2024-10-24 16:45:58,2024-10-24 16:45:58
194,Posyandu Anggrek 9 Semondo,204,209775,2024-03-04 07:14:19,2024-03-04 07:14:19
195,Posyandu Dahlia 19 Jurangombo Selatan,139,246226,2023-10-15 04:57:32,2023-10-15 04:57:32
196,Posyandu Flamboyan 19 Purbalingga Kidul,119,217755,2024-10-20 15:06:11,2024-10-20 15:06:11
197,Posyandu Dahlia 2 Kutasari,127,228198,2023-10-21 06:12:59,2023-10-21 06:12:59
198,Posyandu Bougenville 10 Kertonatan,157,210601,2025-11-10 20:44:56,2025-11-10 20:44:56
199,Posyandu Bougenville 9 Tembalang,189,218553,2025-08-03 05:04:24,2025-08-03 05:04:24
200,Posyandu Bougenville 17 Jemur,19,237122,2025-06-22 04:54:23,2025-06-22 04:54:23
201,Posyandu Bougenville 6 Tegalrejo,144,214558,2025-12-20 08:34:55,2025-12-20 08:34:55
202,Posyandu Kamboja 17 Kepatihan Kulon,159,203636,2026-04-19 21:23:13,2026-04-19 21:23:13
203,Posyandu Melati 20 Kecandran,204,229969,2025-11-11 04:27:13,2025-11-11 04:27:13
204,Posyandu Bougenville 18 Pasirkratonkramat,36,247670,2026-03-07 05:50:57,2026-03-07 05:50:57
205,Posyandu Mawar 7 Karanggedang,201,233422,2024-05-17 12:51:23,2024-05-17 12:51:23
206,Posyandu Flamboyan 18 Jagalan,42,220821,2024-06-08 03:18:11,2024-06-08 03:18:11
207,Posyandu Teratai 4 Purwodadi,157,219758,2026-03-22 08:03:40,2026-03-22 08:03:40
208,Posyandu Bougenville 9 Klego,32,229090,2024-12-23 18:51:25,2024-12-23 18:51:25
209,Posyandu Melati 18 Gumawang,213,225415,2024-12-25 15:57:17,2024-12-25 15:57:17
210,Posyandu Bougenville 3 Pandansari,113,247707,2024-02-08 00:10:30,2024-02-08 00:10:30
211,Posyandu Anggrek 20 Debong Lor,152,214487,2023-06-23 22:56:15,2023-06-23 22:56:15
212,Posyandu Dahlia 18 Kebumen,166,249948,2025-11-11 12:24:04,2025-11-11 12:24:04
213,Posyandu Mawar 12 Kedungwuluh,54,200432,2024-06-02 06:57:40,2024-06-02 06:57:40
214,Posyandu Kenanga 5 Mintaragen,69,200780,2023-10-15 08:19:09,2023-10-15 08:19:09
215,Posyandu Flamboyan 18 Karangklesem,70,214703,2023-08-10 17:37:41,2023-08-10 17:37:41
216,Posyandu Melati 2 Tritih Kulon,101,202876,2025-12-17 00:39:32,2025-12-17 00:39:32
217,Posyandu Bougenville 7 Manahan,80,239278,2025-03-10 15:45:53,2025-03-10 15:45:53
218,Posyandu Cempaka 14 Gendongan,190,202878,2024-04-22 17:07:06,2024-04-22 17:07:06
219,Posyandu Kenanga 14 Kenep,11,209638,2025-02-13 07:51:35,2025-02-13 07:51:35
220,Posyandu Dahlia 3 Jurangombo Utara,149,226112,2024-05-05 13:34:57,2024-05-05 13:34:57
221,Posyandu Teratai 16 Sokoduwet,153,200392,2026-05-09 13:26:14,2026-05-09 13:26:14
222,Posyandu Mawar 12 Pucangan,10,213597,2024-04-24 13:11:50,2024-04-24 13:11:50
223,Posyandu Anggrek 7 Karangayu,19,204928,2024-05-29 07:56:14,2024-05-29 07:56:14
224,Posyandu Bougenville 17 Mangunharjo,172,207166,2024-06-27 21:18:01,2024-06-27 21:18:01
225,Posyandu Melati 11 Bendungan,31,204996,2023-08-03 03:06:19,2023-08-03 03:06:19
226,Posyandu Mawar 7 Ngemplak,165,233991,2024-05-11 05:38:43,2024-05-11 05:38:43
227,Posyandu Kenanga 18 Ledok,207,209401,2023-08-18 21:07:57,2023-08-18 21:07:57
228,Posyandu Kenanga 17 Panjatan,18,202743,2026-03-16 02:29:15,2026-03-16 02:29:15
229,Posyandu Dahlia 2 Pesurungan Lor,181,202301,2023-08-17 09:14:58,2023-08-17 09:14:58
230,Posyandu Teratai 8 Jurangombo Selatan,209,200535,2024-07-17 17:58:21,2024-07-17 17:58:21
231,Posyandu Bougenville 19 Gadingan,102,200432,2025-02-15 07:06:19,2025-02-15 07:06:19
232,Posyandu Dahlia 3 Cilacap,10,215012,2024-11-12 02:00:21,2024-11-12 02:00:21
233,Posyandu Flamboyan 17 Kutawaru,131,213613,2024-02-13 21:17:09,2024-02-13 21:17:09
234,Posyandu Flamboyan 19 Sidorejo Kidul,5,225838,2026-01-06 12:29:01,2026-01-06 12:29:01
235,Posyandu Anggrek 19 Pandansari,166,239252,2023-07-21 01:59:22,2023-07-21 01:59:22
236,Posyandu Flamboyan 17 Kumpulrejo,70,213300,2025-09-26 16:01:26,2025-09-26 16:01:26
237,Posyandu Dahlia 5 Jetis,76,220929,2023-07-26 18:50:00,2023-07-26 18:50:00
238,Posyandu Kenanga 10 Gayamprit,87,226294,2024-01-21 03:02:22,2024-01-21 03:02:22
239,Posyandu Flamboyan 18 Kepatihan Kulon,164,245888,2025-12-08 00:15:01,2025-12-08 00:15:01
240,Posyandu Mawar 7 Kadipiro,222,213527,2024-08-20 05:32:30,2024-08-20 05:32:30
241,Posyandu Bougenville 15 Kedungwuluh,6,247193,2025-09-24 23:34:14,2025-09-24 23:34:14
242,Posyandu Cempaka 13 Klepu,179,249923,2023-12-16 14:03:00,2023-12-16 14:03:00
243,Posyandu Teratai 13 Kerten,151,207767,2024-12-27 15:31:12,2024-12-27 15:31:12
244,Posyandu Anggrek 3 Kenep,111,241468,2024-07-09 02:50:00,2024-07-09 02:50:00
245,Posyandu Cempaka 4 Banjarkerta,61,222368,2023-09-08 12:56:05,2023-09-08 12:56:05
246,Posyandu Mawar 20 Cacaban,128,200432,2026-02-25 18:48:17,2026-02-25 18:48:17
247,Posyandu Bougenville 12 Ngalas,191,237597,2026-03-08 00:24:34,2026-03-08 00:24:34
248,Posyandu Melati 2 Kejambon,127,222101,2025-01-07 05:03:09,2025-01-07 05:03:09
249,Posyandu Kamboja 10 Debong Lor,82,236452,2026-06-06 15:47:10,2026-06-06 15:47:10
250,Posyandu Kamboja 15 Ngemplak,208,232187,2023-09-07 15:03:45,2023-09-07 15:03:45
251,Posyandu Mawar 19 Keturen,126,249907,2024-04-11 05:17:02,2024-04-11 05:17:02
252,Posyandu Flamboyan 8 Kober,152,214864,2025-05-06 05:15:18,2025-05-06 05:15:18
253,Posyandu Melati 11 Rejowinangun Utara,217,205794,2023-11-13 23:36:05,2023-11-13 23:36:05
254,Posyandu Kamboja 17 Kramat Utara,25,247241,2025-07-09 20:11:55,2025-07-09 20:11:55
255,Posyandu Mawar 18 Purbalingga Kidul,37,247446,2024-01-24 16:41:14,2024-01-24 16:41:14
256,Posyandu Kamboja 12 Cilacap,171,227545,2024-05-19 22:45:43,2024-05-19 22:45:43
257,Posyandu Kamboja 2 Kembangsari,134,200138,2024-03-06 11:32:13,2024-03-06 11:32:13
258,Posyandu Mawar 3 Kutasari,50,215449,2024-05-19 14:18:19,2024-05-19 14:18:19
259,Posyandu Teratai 1 Muktisari,114,220964,2025-10-11 12:53:30,2025-10-11 12:53:30
260,Posyandu Anggrek 7 Klego,48,237426,2025-07-20 16:28:22,2025-07-20 16:28:22
261,Posyandu Flamboyan 4 Rejowinangun,228,239847,2026-02-11 03:38:59,2026-02-11 03:38:59
262,Posyandu Kenanga 16 Kerten,137,202743,2023-09-25 07:39:33,2023-09-25 07:39:33
263,Posyandu Kenanga 7 Kedungwuluh,16,211928,2024-02-21 09:19:44,2024-02-21 09:19:44
264,Posyandu Flamboyan 18 Manahan,141,233914,2026-04-01 22:49:49,2026-04-01 22:49:49
265,Posyandu Teratai 20 Mangunharjo,227,206681,2025-04-19 22:11:36,2025-04-19 22:11:36
